manufacturerid,parentid,subid,typeid,name,createddate,modifieddate
7692,5307,NULL,1,APPLIED SECURITY DESIGN,16/11/2012 14:29,16/11/2012 14:29
7693,5307,NULL,1,ASD,16/11/2012 14:29,16/11/2012 14:29
7694,5307,NULL,1,APPLIED SECURITY DESIGN (ASD),16/11/2012 14:29,16/11/2012 14:29
7695,5354,NULL,1,AUO,16/11/2012 14:29,16/11/2012 14:29
7697,5354,NULL,1,AUO (AU Optronics),16/11/2012 14:29,16/11/2012 14:29
7698,5366,NULL,1,ASI,16/11/2012 14:29,16/11/2012 14:29
7699,5366,NULL,1,Austin Semiconductor,16/11/2012 14:29,16/11/2012 14:29
7700,5366,NULL,1,ASI (Austin Semiconductor),16/11/2012 14:29,16/11/2012 14:29
7703,5414,NULL,1,Quatech (B&B Electronics),16/11/2012 14:29,16/11/2012 14:29
7704,5632,NULL,1,Brilliance Semiconductor,16/11/2012 14:29,16/11/2012 14:29
7706,5632,NULL,1,Brilliance Semiconductor (BSI),16/11/2012 14:29,16/11/2012 14:29
7709,5634,NULL,1,British Telecom (BT),16/11/2012 14:29,16/11/2012 14:29
7710,5776,NULL,1,Circuit Breaker Industries,16/11/2012 14:29,16/11/2012 14:29
7711,5776,NULL,1,CBI-electric,16/11/2012 14:29,16/11/2012 14:29
7712,5776,NULL,1,Circuit Breaker Industries (CBI-electric),16/11/2012 14:29,16/11/2012 14:29
7713,5844,NULL,1,CHML,16/11/2012 14:29,16/11/2012 14:29
7715,5844,NULL,1,CHML (Chicago Miniature Lighting),16/11/2012 14:29,16/11/2012 14:29
7718,5886,NULL,1,Carl Kammerling (CK),16/11/2012 14:29,16/11/2012 14:29
7719,5909,NULL,1,C-Media Electronics,16/11/2012 14:29,16/11/2012 14:29
7720,5909,NULL,1,CMEI,16/11/2012 14:29,16/11/2012 14:29
7721,5909,NULL,1,C-Media Electronics (CMEI),16/11/2012 14:29,16/11/2012 14:29
7724,5989,NULL,1,CONNECTONE (Connect One),16/11/2012 14:29,16/11/2012 14:29
7726,6006,NULL,1,Continental Device India,16/11/2012 14:29,16/11/2012 14:29
7727,6006,NULL,1,CDIL (Continental Device India),16/11/2012 14:29,16/11/2012 14:29
7728,6045,NULL,1,CDE,16/11/2012 14:29,16/11/2012 14:29
7729,6045,NULL,1,Cornell Dubilier Electronics,16/11/2012 14:29,16/11/2012 14:29
7730,6045,NULL,1,CDE (Cornell Dubilier Electronics),16/11/2012 14:29,16/11/2012 14:29
7731,3289,NULL,1,Micro Commercial,21/11/2012 15:20,21/11/2012 15:20
7732,6108,NULL,1,Panasonic - DTG,21/11/2012 15:37,21/11/2012 15:37
7733,6109,NULL,1,Panasonic - ECG,21/11/2012 15:42,21/11/2012 15:42
7734,6110,NULL,1,--,21/11/2012 15:45,21/11/2012 15:45
7735,3220,NULL,1,Meggit Electronic,21/11/2012 15:48,21/11/2012 15:48
7737,6111,NULL,1,Technical Indexes (Rapidoc),21/11/2012 15:54,21/11/2012 15:54
7738,6111,NULL,1,Rapidoc,21/11/2012 15:54,21/11/2012 15:54
7739,6111,NULL,1,Technical Indexes,21/11/2012 15:54,21/11/2012 15:54
7740,5701,NULL,1,GROUPE CAE,21/11/2012 15:59,21/11/2012 15:59
7741,5426,NULL,1,Dalloz,21/11/2012 16:28,21/11/2012 16:28
7742,631,NULL,1,Unistrut/Greenwoods,21/11/2012 16:30,21/11/2012 16:30
7743,6110,NULL,1,,21/11/2012 16:39,21/11/2012 16:39
7745,553,NULL,1,International Resistive Company (IRC),22/11/2012 10:31,22/11/2012 10:31
7746,3457,NULL,1,MC (MULTI CONTACT),22/11/2012 10:45,22/11/2012 10:45
7747,787,NULL,1,VCC Optoelectronics),22/11/2012 10:49,22/11/2012 10:49
7748,3419,NULL,1,MORGAN RUSHWORTH,22/11/2012 11:28,22/11/2012 11:28
7750,6112,NULL,1,LEE (JEANS),22/11/2012 11:42,22/11/2012 11:42
7751,6112,NULL,1,JACOBS,22/11/2012 11:42,22/11/2012 11:42
7752,6112,NULL,1,UNIV S/ABR WHEEL UNIJET D126(100) 125X10,22/11/2012 11:42,22/11/2012 11:42
7753,6112,NULL,1,Sphere Marketing Services,22/11/2012 11:43,22/11/2012 11:43
7754,6112,NULL,1,Allied,22/11/2012 11:43,22/11/2012 11:43
7755,6112,NULL,1,Micro P,22/11/2012 11:43,22/11/2012 11:43
7756,5426,NULL,1,Bacou,22/11/2012 17:32,22/11/2012 17:32
7757,1622,NULL,1,QUADRANT ENG PLASTIC PRODUCT,22/11/2012 17:37,22/11/2012 17:37
7758,6111,NULL,1,Rapidoc(Technical Indexes),22/11/2012 17:39,22/11/2012 17:39
7759,3107,8,1,MALLORY,27/11/2012 9:51,27/11/2012 9:51
7760,3107,9,1,MALLORY,27/11/2012 9:51,27/11/2012 9:51
7761,3159,8,1,MATRIX,27/11/2012 9:51,27/11/2012 9:51
7762,3159,9,1,MATRIX,27/11/2012 9:51,27/11/2012 9:51
7765,3590,8,1,CTP,27/11/2012 9:52,27/11/2012 9:52
7766,3590,9,1,CTP,27/11/2012 9:52,27/11/2012 9:52
7768,5205,9,1,APEX,27/11/2012 9:52,27/11/2012 9:52
7769,5657,8,1,JAEGER,27/11/2012 9:52,27/11/2012 9:52
7770,5657,9,1,JAEGER,27/11/2012 9:52,27/11/2012 9:52
7771,1260,1,1,Panasonic - Consumer Electronics,30/01/2013 18:22,30/01/2013 18:22
7772,6115,7,1,Gebrüder Schneider,30/01/2013 18:27,30/01/2013 18:27
7773,4113,NULL,1,ENCITECH,14/02/2013 16:42,14/02/2013 16:42
7774,4461,2,1,GE SILICONE HAZARDOUS,14/02/2013 16:42,14/02/2013 16:42
7775,1264,2,1,PANDUIT ----> ENTER ALL NICS,14/02/2013 16:43,14/02/2013 16:43
7776,5126,NULL,1,Ametek Prestolite,14/02/2013 16:43,14/02/2013 16:43
7777,2286,2,1,SPC GAFFNEY KITS,14/02/2013 16:43,14/02/2013 16:43
7778,2534,NULL,1,WAHL / ISOTIP,14/02/2013 16:43,14/02/2013 16:43
7779,5240,NULL,1,WELLER/XCELITE DIV OF COOPER T,14/02/2013 16:43,14/02/2013 16:43
7780,2990,NULL,1,APEX LINVAR,14/02/2013 16:43,14/02/2013 16:43
7781,6132,2,1,IST INTEGRATED SYSTEM TECHNOLOGIES,14/02/2013 16:45,14/02/2013 16:45
7782,6136,2,1,RCI Technical,14/02/2013 16:46,14/02/2013 16:46
7783,2072,NULL,1,SGLUX,14/02/2013 16:47,14/02/2013 16:47
7784,2146,NULL,1,SIMCO,14/02/2013 16:47,14/02/2013 16:47
7785,700,2,1,VDO-IMT,14/02/2013 16:47,14/02/2013 16:47
7786,2146,NULL,1,THE SIMCO COMPANY,18/02/2013 0:01,18/02/2013 0:01
7787,4092,NULL,1,Emerson / Connectivity Johnson,28/02/2013 22:32,28/02/2013 22:32
7788,4092,NULL,1,JOHNSON/EMERSON,28/02/2013 22:32,28/02/2013 22:32
7789,4092,NULL,1,Emerson / Johnson,28/02/2013 22:32,28/02/2013 22:32
7790,4092,NULL,1,Johnson / Emerson Connectivity Solutions,28/02/2013 22:32,28/02/2013 22:32
7791,768,NULL,1,VISHAY / General Semiconductor,28/02/2013 22:34,28/02/2013 22:34
7792,768,NULL,1,Vishay General Semiconductor,28/02/2013 22:34,28/02/2013 22:34
7793,768,NULL,1,VISHAY SEMICONDUCTOR,28/02/2013 22:34,28/02/2013 22:34
7794,768,NULL,1,Vishay / Semiconductor,28/02/2013 22:34,28/02/2013 22:34
7795,4856,1,1,3M (TC),18/03/2013 10:57,18/03/2013 10:57
7796,5136,1,1,Amphenol Aerospace Operations,18/03/2013 10:57,18/03/2013 10:57
7797,5136,1,1,Atmel (VA),18/03/2013 10:57,18/03/2013 10:57
7798,2833,1,1,AVX/Kyocera,18/03/2013 10:57,18/03/2013 10:57
7799,2833,1,1,AVX Corporation,18/03/2013 10:57,18/03/2013 10:57
7800,4082,1,1,Emerson Network Power Connectivity AIM-Cambridge,18/03/2013 10:57,18/03/2013 10:57
7802,2026,1,1,Emerson Network Power Connectivity Semflex,18/03/2013 10:57,18/03/2013 10:57
7803,2787,NULL,1,Knowles,18/03/2013 10:57,18/03/2013 10:57
7804,3172,NULL,1,Maxim Integrated,18/03/2013 10:57,18/03/2013 10:57
7805,3228,1,1,Melexis Technologies NV,18/03/2013 10:57,18/03/2013 10:57
7806,3320,1,1,Microsemi Analog Mixed Signal Group,18/03/2013 10:57,18/03/2013 10:57
7807,3320,1,1,Microsemi HI-REL,18/03/2013 10:57,18/03/2013 10:57
7808,6144,1,1,Microwave Technology,18/03/2013 10:58,18/03/2013 10:58
7810,1162,NULL,1,Omron Automation and Safety,18/03/2013 10:59,18/03/2013 10:59
7811,1260,1,1,Panasonic Electronic Components - Semiconductor Products,18/03/2013 10:59,18/03/2013 10:59
7812,1843,1,1,Rose Bopla,18/03/2013 10:59,18/03/2013 10:59
7815,324,NULL,1,Teledyne LeCroy,18/03/2013 10:59,18/03/2013 10:59
7817,768,1,1,Vishay Semiconductor Diodes Division,18/03/2013 10:59,18/03/2013 10:59
7818,768,NULL,1,Vishay Semiconductor Opto Division,18/03/2013 10:59,18/03/2013 10:59
7819,773,1,1,Vishay Vitramon,18/03/2013 10:59,18/03/2013 10:59
7820,4864,9,1,A&M INSTRUMENTS,18/03/2013 11:00,18/03/2013 11:00
7821,4900,9,1,ACCRO GASKETS,18/03/2013 11:00,18/03/2013 11:00
7822,4993,NULL,1,AERO,18/03/2013 11:00,18/03/2013 11:00
7823,4993,NULL,1,AERO ELECTRIC,18/03/2013 11:00,18/03/2013 11:00
7824,5048,9,1,ALLEN WIRE,18/03/2013 11:00,18/03/2013 11:00
7825,5087,NULL,1,ALTEC LANSING TECHNOLOGIES,18/03/2013 11:00,18/03/2013 11:00
7827,5259,NULL,1,APPLIED RESEARCH TECHNOLOGY,18/03/2013 11:00,18/03/2013 11:00
7828,5272,NULL,1,ARCHOS TECHNOLOGY,18/03/2013 11:00,18/03/2013 11:00
7829,6170,9,1,AUDIOQUEST ITC,18/03/2013 11:01,18/03/2013 11:01
7830,5360,NULL,1,AUDIOVOX ELECTRONICS,18/03/2013 11:02,18/03/2013 11:02
7831,254,9,1,AUGAT PACKAGED PRODUCT,18/03/2013 11:02,18/03/2013 11:02
7832,255,9,1,AXICOM,18/03/2013 11:02,18/03/2013 11:02
7833,5110,9,1,BEEDE ELECTRICAL,18/03/2013 11:02,18/03/2013 11:02
7834,5612,9,1,BRIGHTON ELECTRONICS,18/03/2013 11:02,18/03/2013 11:02
7835,4485,9,1,CAROL CABLE ELECTRONIC,18/03/2013 11:02,18/03/2013 11:02
7836,5779,9,1,CCM ASSEMBLY,18/03/2013 11:02,18/03/2013 11:02
7837,3856,9,1,DSG CANUSA,18/03/2013 11:03,18/03/2013 11:03
7839,4461,9,1,GE SUPPORT SERVICES,18/03/2013 11:03,18/03/2013 11:03
7840,4461,NULL,1,GENERAL ELECTRIC IEC CONTROLS,18/03/2013 11:03,18/03/2013 11:03
7841,4512,NULL,1,GEORGE RISK INDUSTRIES,18/03/2013 11:03,18/03/2013 11:03
7842,6046,9,1,GILBERT,18/03/2013 11:03,18/03/2013 11:03
7843,4558,NULL,1,GOLD LINE CONNECTOR,18/03/2013 11:03,18/03/2013 11:03
7844,4593,NULL,1,GRIFFIN TECHNOLOGY,18/03/2013 11:03,18/03/2013 11:03
7845,4655,9,1,HARBOUR CREATIONS,18/03/2013 11:03,18/03/2013 11:03
7846,4766,9,1,HOLLINGSWORTH SOLDERLESS,18/03/2013 11:03,18/03/2013 11:03
7848,2548,NULL,1,ITT SCHADOW,18/03/2013 11:03,18/03/2013 11:03
7849,48,9,1,L.S. STARRETT,18/03/2013 11:03,18/03/2013 11:03
7850,2978,NULL,1,LINEAR,18/03/2013 11:03,18/03/2013 11:03
7851,3020,NULL,1,LOGISYS,18/03/2013 11:03,18/03/2013 11:03
7852,275,9,1,MADISON EQUIPMENT,18/03/2013 11:04,18/03/2013 11:04
7853,6033,NULL,1,MAGNUM,18/03/2013 11:04,18/03/2013 11:04
7854,3315,NULL,1,MICROPAC,18/03/2013 11:04,18/03/2013 11:04
7856,3338,NULL,1,MIDLITE PRODUCTS,18/03/2013 11:04,18/03/2013 11:04
7857,3345,9,1,MILITARY SPECIFICATION PART NO,18/03/2013 11:04,18/03/2013 11:04
7858,3392,9,1,MOHAWK CDT,18/03/2013 11:04,18/03/2013 11:04
7859,3455,9,1,MULBERRY METAL PROD,18/03/2013 11:04,18/03/2013 11:04
7860,3539,9,1,NEWPORT,18/03/2013 11:04,18/03/2013 11:04
7861,1072,9,1,NORTEL NETWORKS,18/03/2013 11:04,18/03/2013 11:04
7862,1157,9,1,OMEGA,18/03/2013 11:04,18/03/2013 11:04
7863,1246,9,1,PAIGE ELECTRIC,18/03/2013 11:04,18/03/2013 11:04
7864,1260,9,1,PANASONIC INDUSTRIAL,18/03/2013 11:04,18/03/2013 11:04
7865,1260,NULL,1,PANASONIC PC COMPANY,18/03/2013 11:04,18/03/2013 11:04
7866,1260,NULL,1,PANASONIC VIDEO IMAGING SYSTEM,18/03/2013 11:04,18/03/2013 11:04
7868,1371,9,1,PHILIPS ECG,18/03/2013 11:04,18/03/2013 11:04
7869,1609,9,1,Q-LOGIC,18/03/2013 11:04,18/03/2013 11:04
7870,1713,9,1,RAYTHEON SEMICONDUCTOR,18/03/2013 11:04,18/03/2013 11:04
7871,4236,9,1,RCA,18/03/2013 11:04,18/03/2013 11:04
7872,2648,NULL,1,SAIA,18/03/2013 11:04,18/03/2013 11:04
7873,1908,9,1,SAMSUNG GVI,18/03/2013 11:04,18/03/2013 11:04
7874,2044,NULL,1,SENSATA,18/03/2013 11:04,18/03/2013 11:04
7875,37,9,1,STANDARD K,18/03/2013 11:04,18/03/2013 11:04
7876,75,NULL,1,STELLAR LABS POWER,18/03/2013 11:04,18/03/2013 11:04
7878,399,9,1,THERMO ELECTRIC,18/03/2013 11:04,18/03/2013 11:04
7879,399,9,1,THERMOELECTRIC,18/03/2013 11:04,18/03/2013 11:04
7881,485,9,1,TPC WIRE,18/03/2013 11:04,18/03/2013 11:04
7882,6389,9,1,VISHAY ESTA,18/03/2013 11:07,18/03/2013 11:07
7883,6398,9,1,WATLOW GORDON,18/03/2013 11:08,18/03/2013 11:08
7884,700,9,1,VDO-IMT,18/03/2013 11:09,18/03/2013 11:09
7885,720,9,1,VERMONT PRECISION TOOLS,18/03/2013 11:09,18/03/2013 11:09
7886,747,NULL,1,VISHAY ANGSTROHM,18/03/2013 11:09,18/03/2013 11:09
7887,4855,8,1,3M ROBINSON NUGENT,19/03/2013 4:35,19/03/2013 4:35
7888,4977,8,1,ADVANCE POWER,19/03/2013 4:35,19/03/2013 4:35
7889,253,8,1,AMP CHAMP,19/03/2013 4:35,19/03/2013 4:35
7890,3761,NULL,1,DEVLIN ELECTRONICS,19/03/2013 4:35,19/03/2013 4:35
7891,4461,8,1,GE SILICONE HAZARDOUS,19/03/2013 4:35,19/03/2013 4:35
7892,2558,8,1,ITW AUTOMOTIVE,19/03/2013 4:35,19/03/2013 4:35
7893,2558,8,1,ITW Global Automotive,19/03/2013 4:35,19/03/2013 4:35
7894,2558,8,1,ITW INDUSTRIAL,19/03/2013 4:35,19/03/2013 4:35
7895,2915,8,1,LEESON ELECTRIC MOTORS,19/03/2013 4:35,19/03/2013 4:35
7896,1162,8,1,OMRON CONTROL COMPONENTS,19/03/2013 4:35,19/03/2013 4:35
7897,1264,8,1,PANDUIT ----> ENTER ALL NICS,19/03/2013 4:35,19/03/2013 4:35
7898,83,9,1,STERLING,19/03/2013 4:40,19/03/2013 4:40
7899,1585,7,1,and,19/03/2013 10:24,19/03/2013 10:24
7900,4540,NULL,1,Global Measurement,19/03/2013 10:29,19/03/2013 10:29
7901,4721,NULL,1,HI-TECH Software,19/03/2013 10:35,19/03/2013 10:35
7902,4721,NULL,1,HITECH,19/03/2013 10:41,19/03/2013 10:41
7903,3896,NULL,1,ETA,19/03/2013 10:57,19/03/2013 10:57
7904,3739,NULL,1,DENON INSTRUMENTS,19/03/2013 11:09,19/03/2013 11:09
7905,2363,NULL,1,Idealtek,19/03/2013 11:28,19/03/2013 11:28
7906,790,NULL,1,VITELEC,19/03/2013 11:44,19/03/2013 11:44
7907,2420,NULL,1,Industrial Fiberoptics,19/03/2013 12:17,19/03/2013 12:17
7908,3616,9,1,CYBER POWER SYSTEMS,19/03/2013 12:36,19/03/2013 12:36
7909,5943,NULL,1,COLEMAN CABLE SYSTEMS,19/03/2013 12:39,19/03/2013 12:39
7911,3759,3,1,Deutsch Aerospace,01/04/2013 5:57,01/04/2013 5:57
7912,3759,3,1,Deutsch Defense & Aerospace,01/04/2013 5:57,01/04/2013 5:57
7913,5137,NULL,1,Amphenol Alden,01/04/2013 5:59,01/04/2013 5:59
7914,5395,3,1,Avnet Embedded,01/04/2013 5:59,01/04/2013 5:59
7915,5478,3,1,Belkin Logistics,01/04/2013 5:59,01/04/2013 5:59
7916,6091,NULL,1,Cree Asia-Pacific,01/04/2013 5:59,01/04/2013 5:59
7917,267,NULL,1,ELO Touch Solutions,01/04/2013 5:59,01/04/2013 5:59
7918,244,3,1,EPCOS (TDK),01/04/2013 5:59,01/04/2013 5:59
7919,2635,NULL,1,Johanson Dielectic,01/04/2013 5:59,01/04/2013 5:59
7920,3035,3,1,LSI Logic,01/04/2013 5:59,01/04/2013 5:59
7921,3082,NULL,1,Macronix America,01/04/2013 5:59,01/04/2013 5:59
7922,6033,3,1,MAGNUM (COOPER),01/04/2013 5:59,01/04/2013 5:59
7923,3310,3,1,Micron Consumer Products Group,01/04/2013 5:59,01/04/2013 5:59
7924,3542,3,1,NEX Computers,01/04/2013 5:59,01/04/2013 5:59
7925,1370,NULL,1,Philips (Mepco),01/04/2013 5:59,01/04/2013 5:59
7926,2167,NULL,1,Sirenza Microdevices,01/04/2013 5:59,01/04/2013 5:59
7927,14,3,1,ST Ericsson,01/04/2013 5:59,01/04/2013 5:59
7928,19,3,1,Stackpole,01/04/2013 5:59,01/04/2013 5:59
7929,35,3,1,Standard Microsystem (SMSC),01/04/2013 5:59,01/04/2013 5:59
7930,247,3,1,TDK-Lambda,01/04/2013 5:59,01/04/2013 5:59
7931,256,3,1,TE Connectivity / Buchanan-Rdi,01/04/2013 5:59,01/04/2013 5:59
7932,262,3,1,TE Connectivity / Coev,01/04/2013 5:59,01/04/2013 5:59
7933,282,3,1,TE Connectivity / P&B,01/04/2013 5:59,01/04/2013 5:59
7934,285,3,1,TE Connectivity / Raychem Circuit Protection,01/04/2013 5:59,01/04/2013 5:59
7935,285,3,1,TE Connectivity / Raychem Wire,01/04/2013 5:59,01/04/2013 5:59
7936,337,NULL,1,Telit Location Solutions,01/04/2013 5:59,01/04/2013 5:59
7937,5064,NULL,1,Allis Communications,01/04/2013 5:59,01/04/2013 5:59
7938,2230,3,1,SoftRISC Communication Solution,01/04/2013 5:59,01/04/2013 5:59
7939,4856,7,1,3M E.A.R,04/04/2013 5:21,04/04/2013 5:21
7940,4856,7,1,3M PELTOR,04/04/2013 5:21,04/04/2013 5:21
7941,5460,7,1,Beagleboard.org,04/04/2013 5:21,04/04/2013 5:21
7942,5727,7,1,Camloc Gas Springs,04/04/2013 5:21,04/04/2013 5:21
7943,3759,NULL,1,Deutsch,04/04/2013 5:21,04/04/2013 5:21
7944,4739,7,1,Hirschmann Test & Measurement,04/04/2013 5:21,04/04/2013 5:21
7945,2927,7,1,LEM Industries,04/04/2013 5:21,04/04/2013 5:21
7946,3249,NULL,1,MERCURY,04/04/2013 5:21,04/04/2013 5:21
7947,1860,NULL,1,Rotronic Instruments,04/04/2013 5:21,04/04/2013 5:21
7948,1998,7,1,Seaward Clare,04/04/2013 5:21,04/04/2013 5:21
7949,76,7,1,Stelvio Kontek,04/04/2013 5:21,04/04/2013 5:21
7950,3759,NULL,1,TE Connectivity  Deutsch,08/04/2013 20:12,08/04/2013 20:12
7951,4876,NULL,1,AB Interconnect / TT electronics,10/04/2013 2:22,10/04/2013 2:22
7952,4960,NULL,1,ADLINK Technology,10/04/2013 2:22,10/04/2013 2:22
7953,5330,NULL,1,American Technical Ceramics,10/04/2013 2:22,10/04/2013 2:22
7954,5330,NULL,1,ATC,10/04/2013 2:22,10/04/2013 2:22
7955,5330,NULL,1,ATC (American Technical Ceramics),10/04/2013 2:22,10/04/2013 2:22
7956,4960,NULL,1,Ampro By ADLINK,10/04/2013 2:23,10/04/2013 2:23
7957,2720,5,1,Arcotronics / Kemet,10/04/2013 2:23,10/04/2013 2:23
7958,6029,NULL,1,Cooper Coiltronics,10/04/2013 2:23,10/04/2013 2:23
7959,3720,5,1,Delphi (FCI Automotive),10/04/2013 2:23,10/04/2013 2:23
7960,4092,NULL,1,Emerson Connectivity Solutions,10/04/2013 2:23,10/04/2013 2:23
7961,4292,NULL,1,FDK Batteries,10/04/2013 2:23,10/04/2013 2:23
7962,4464,NULL,1,GE M&C / NovaSensor,10/04/2013 2:23,10/04/2013 2:23
7963,4461,NULL,1,GE M&C / Thermometrics,10/04/2013 2:23,10/04/2013 2:23
7964,2713,NULL,1,Keithley Instruments,10/04/2013 2:23,10/04/2013 2:23
7965,4960,5,1,LiPPERT By ADLINK,10/04/2013 2:23,10/04/2013 2:23
7966,3132,NULL,1,Marquardt Switches,10/04/2013 2:23,10/04/2013 2:23
7967,3209,NULL,1,MEDER electronic (Standex),10/04/2013 2:23,10/04/2013 2:23
7968,1162,NULL,1,Omron RFID,10/04/2013 2:23,10/04/2013 2:23
7969,3048,NULL,1,Philips Lumileds,10/04/2013 2:24,10/04/2013 2:24
7970,3527,5,1,REAN / Neutrik,10/04/2013 2:24,10/04/2013 2:24
7971,1723,NULL,1,RECOM Lighting,10/04/2013 2:24,10/04/2013 2:24
7972,1770,5,1,RF Digital Wireless,10/04/2013 2:24,10/04/2013 2:24
7973,2026,5,1,Semflex / Emerson Connectivity Solutions,10/04/2013 2:24,10/04/2013 2:24
7974,2190,NULL,1,SL Power,10/04/2013 2:24,10/04/2013 2:24
7975,759,5,1,Vishay/Huntington,10/04/2013 2:24,10/04/2013 2:24
7976,6427,NULL,1,GE M&C / General Eastern,10/04/2013 2:26,10/04/2013 2:26
7977,6428,NULL,1,GE M&C / Telaire,10/04/2013 2:27,10/04/2013 2:27
7978,6429,NULL,1,Stratos / Emerson Connectivity Solutions,10/04/2013 2:30,10/04/2013 2:30
7979,4092,1,1,Emerson Network Power Connectivity Johnson,19/04/2013 11:07,19/04/2013 11:07
7980,6446,6,1,Hartmann PTR,26/04/2013 4:22,26/04/2013 4:22
7981,1217,NULL,1,Osram Semiconductors,26/04/2013 4:25,26/04/2013 4:25
7982,776,NULL,1,Vishay Telefunken,26/04/2013 4:25,26/04/2013 4:25
7983,5376,NULL,1,Avago,26/04/2013 4:25,26/04/2013 4:25
7984,2363,NULL,1,Ideal Tek,26/04/2013 4:25,26/04/2013 4:25
7985,2675,6,1,Kabe EL-Technik,26/04/2013 4:25,26/04/2013 4:25
7986,2056,6,1,Seoul Semiconductors,26/04/2013 4:25,26/04/2013 4:25
7987,4238,6,1,Excelitas,26/04/2013 4:25,26/04/2013 4:25
7988,768,6,1,General Semiconductors,26/04/2013 4:25,26/04/2013 4:25
7989,4265,NULL,1,Fairchild,26/04/2013 4:25,26/04/2013 4:25
7990,770,NULL,1,Siliconix,26/04/2013 4:25,26/04/2013 4:25
7991,92,NULL,1,ST,26/04/2013 4:25,26/04/2013 4:25
7992,1530,6,1,Proskit,26/04/2013 4:25,26/04/2013 4:25
7993,819,6,1,VTI-Technologies,26/04/2013 4:25,26/04/2013 4:25
7994,1342,6,1,Peregrine,26/04/2013 4:25,26/04/2013 4:25
7995,2498,6,1,Maxim Intersil,26/04/2013 4:25,26/04/2013 4:25
7996,2650,6,1,TH-Contact,26/04/2013 4:25,26/04/2013 4:25
7997,799,6,1,Vogel Germany,26/04/2013 4:25,26/04/2013 4:25
7998,3783,6,1,Digi,26/04/2013 4:25,26/04/2013 4:25
7999,2204,NULL,1,Smarteq,26/04/2013 4:25,26/04/2013 4:25
8000,1770,6,1,RFDigital,26/04/2013 4:25,26/04/2013 4:25
8001,3886,6,1,Dynastream,26/04/2013 4:25,26/04/2013 4:25
8002,4846,6,1,iDTRONIC,26/04/2013 4:25,26/04/2013 4:25
8003,2229,6,1,Softec,26/04/2013 4:25,26/04/2013 4:25
8004,4173,NULL,1,Eska,26/04/2013 4:25,26/04/2013 4:25
8005,6027,NULL,1,Bussmann,26/04/2013 4:25,26/04/2013 4:25
8006,3732,6,1,Delconec-Deltron,26/04/2013 4:25,26/04/2013 4:25
8007,2586,6,1,Jaeger Stecker,26/04/2013 4:25,26/04/2013 4:25
8008,6034,NULL,1,PowerStor,26/04/2013 4:25,26/04/2013 4:25
8009,1444,NULL,1,Polymer,26/04/2013 4:25,26/04/2013 4:25
8010,4874,6,1,Aavid,26/04/2013 4:25,26/04/2013 4:25
8011,752,6,1,Vishay Copal,26/04/2013 4:25,26/04/2013 4:25
8013,2649,6,1,Saia,26/04/2013 4:25,26/04/2013 4:25
8014,2643,6,1,Baer,26/04/2013 4:25,26/04/2013 4:25
8015,406,6,1,T&B Wire-Kon,26/04/2013 4:25,26/04/2013 4:25
8016,6088,6,1,CRC Kontaktchemie,26/04/2013 4:25,26/04/2013 4:25
8017,1111,6,1,Nuvotone,26/04/2013 4:25,26/04/2013 4:25
8018,3586,6,1,Leader,26/04/2013 4:25,26/04/2013 4:25
8019,4244,6,1,Exide,26/04/2013 4:25,26/04/2013 4:25
8020,5563,NULL,1,BOLLE SAFETY,26/04/2013 4:26,26/04/2013 4:26
8021,4600,NULL,1,Grasslin,26/04/2013 4:47,26/04/2013 4:47
8025,4252,NULL,1,EXTECH INSTRUMENTS,15/07/2013 15:07,15/07/2013 15:07
8026,3396,NULL,1,WALDOM ELECTRONICS,15/07/2013 15:25,15/07/2013 15:25
8027,3114,NULL,1,Kulka,15/07/2013 15:43,15/07/2013 15:43
8028,6112,NULL,1,Buffalo,06/08/2013 9:30,06/08/2013 9:30
8029,6064,NULL,1,Coto,06/08/2013 9:30,06/08/2013 9:30
8030,2101,7,1,ETI,06/08/2013 9:30,06/08/2013 9:30
8031,6110,NULL,1,Fibre Optech,06/08/2013 9:30,06/08/2013 9:30
8033,1757,7,1,Gadget Renesas,06/08/2013 9:31,06/08/2013 9:31
8035,6112,NULL,1,Intellisence,06/08/2013 9:31,06/08/2013 9:31
8039,1978,NULL,1,Schutzinger,06/08/2013 9:36,06/08/2013 9:36
8040,1978,NULL,1,Schtzinger,06/08/2013 9:36,06/08/2013 9:36
8041,1978,7,1,Schuetzinger,06/08/2013 9:36,06/08/2013 9:36
8042,2169,7,1,Sirius®,06/08/2013 9:36,06/08/2013 9:36
8043,354,7,1,Terasic,06/08/2013 9:36,06/08/2013 9:36
8044,561,7,1,Tufnol®,06/08/2013 9:36,06/08/2013 9:36
8045,757,7,1,Vishay Foil Resistors,06/08/2013 9:36,06/08/2013 9:36
8046,884,NULL,1,Weidmller,06/08/2013 9:42,06/08/2013 9:42
8047,884,NULL,1,Weidmueller,06/08/2013 9:42,06/08/2013 9:42
8049,6506,7,1,Xylem,06/08/2013 9:45,06/08/2013 9:45
8050,6489,7,1,FTI,06/08/2013 9:46,06/08/2013 9:46
8051,6490,7,1,Hi-Wave,06/08/2013 9:46,06/08/2013 9:46
8052,4879,NULL,1,Abbatron / HH Smith,06/08/2013 9:50,06/08/2013 9:50
8053,4886,NULL,1,Abl Heat Sink Division,06/08/2013 9:50,06/08/2013 9:50
8054,6508,11,1,Abracs,06/08/2013 9:50,06/08/2013 9:50
