manufacturerid,parentid,subid,typeid,name,createddate,modifieddate
8055,4965,11,1,Advance Tapes International,06/08/2013 9:50,06/08/2013 9:50
8056,5002,11,1,Agilent Technologies Test Equipment,06/08/2013 9:50,06/08/2013 9:50
8057,6509,11,1,AIM Solder,06/08/2013 9:50,06/08/2013 9:50
8058,6110,NULL,1,Alltrade,06/08/2013 9:50,06/08/2013 9:50
8059,2764,11,1,Allied LED,06/08/2013 9:50,06/08/2013 9:50
8060,5111,11,1,American Beauty,06/08/2013 9:50,06/08/2013 9:50
8061,1957,11,1,American Power Conversion (APC),06/08/2013 9:50,06/08/2013 9:50
8062,5127,11,1,AMETEK LAMB,06/08/2013 9:50,06/08/2013 9:50
8063,5140,NULL,1,Amphenol Commercial,06/08/2013 9:50,06/08/2013 9:50
8064,5147,11,1,Amphenol Sine,06/08/2013 9:50,06/08/2013 9:50
8065,5149,11,1,Amphenol Spectra Strip,06/08/2013 9:50,06/08/2013 9:50
8066,4916,11,1,Amveco,06/08/2013 9:50,06/08/2013 9:50
8067,5170,11,1,Analogic Tech,06/08/2013 9:50,06/08/2013 9:50
8068,1585,11,1,AND / Purdy Electronics,06/08/2013 9:50,06/08/2013 9:50
8069,747,11,1,Angstrohm / Vishay,06/08/2013 9:50,06/08/2013 9:50
8070,5243,11,1,Apex Tool Group/Cooper Tools,06/08/2013 9:50,06/08/2013 9:50
8071,5246,11,1,API / Delevan,06/08/2013 9:50,06/08/2013 9:50
8072,5251,NULL,1,Appa Technology,06/08/2013 9:50,06/08/2013 9:50
8073,1700,11,1,Artex Rawlplug Company,06/08/2013 9:50,06/08/2013 9:50
8074,5318,NULL,1,Assmann Electronics,06/08/2013 9:50,06/08/2013 9:50
8075,5427,NULL,1,Bahco Tools,06/08/2013 9:50,06/08/2013 9:50
8076,5432,NULL,1,Balluff Multiswitch,06/08/2013 9:50,06/08/2013 9:50
8077,6511,NULL,1,Bas Components,06/08/2013 9:51,06/08/2013 9:51
8078,749,11,1,BC Components / Vishay,06/08/2013 9:51,06/08/2013 9:51
8079,364,NULL,1,BDF Tesa,06/08/2013 9:51,06/08/2013 9:51
8080,6512,NULL,1,BEI Duncan,06/08/2013 9:51,06/08/2013 9:51
8081,5518,NULL,1,Binder UK,06/08/2013 9:51,06/08/2013 9:51
8082,6118,11,1,BIRTCHER PRODUCTS,06/08/2013 9:51,06/08/2013 9:51
8085,5624,11,1,Brother International,06/08/2013 9:51,06/08/2013 9:51
8086,6112,NULL,1,Buckhorn,06/08/2013 9:51,06/08/2013 9:51
8087,5645,11,1,"Bulgin Components, PLC",06/08/2013 9:51,06/08/2013 9:51
8088,5651,NULL,1,Burkert Contromatic,06/08/2013 9:51,06/08/2013 9:51
8089,4485,11,1,Carol Brand / General Cable,06/08/2013 9:51,06/08/2013 9:51
8090,6008,NULL,1,Contitech Power Transmissions,06/08/2013 9:51,06/08/2013 9:51
8091,3552,NULL,1,Copal,06/08/2013 9:51,06/08/2013 9:51
8092,6042,11,1,CorDEX INSTRUMENTS,06/08/2013 9:51,06/08/2013 9:51
8093,6057,11,1,Cosel U.S.A.,06/08/2013 9:51,06/08/2013 9:51
8094,3619,11,1,Cynergy3 Components,06/08/2013 9:51,06/08/2013 9:51
8095,3654,11,1,DANAHER SPECIALTY PRODUCTS,06/08/2013 9:51,06/08/2013 9:51
8096,5077,11,1,Dearborn / CDT,06/08/2013 9:51,06/08/2013 9:51
8097,3834,NULL,1,Dormer Tools,06/08/2013 9:51,06/08/2013 9:51
8098,3909,11,1,Eagle Picher,06/08/2013 9:51,06/08/2013 9:51
8099,3925,11,1,Eaton / Circuit Breakers,06/08/2013 9:51,06/08/2013 9:51
8100,3925,11,1,Eaton / Control Automation,06/08/2013 9:51,06/08/2013 9:51
8101,3925,11,1,Eaton / Military Grade Switches,06/08/2013 9:51,06/08/2013 9:51
8102,3925,11,1,Eaton / Switches,06/08/2013 9:51,06/08/2013 9:51
8103,3958,11,1,Edwards Signaling & Security Systems,06/08/2013 9:52,06/08/2013 9:52
8104,2833,NULL,1,ELCO / AVX,06/08/2013 9:52,06/08/2013 9:52
8105,2345,11,1,Elpac Power Systems,06/08/2013 9:52,06/08/2013 9:52
8106,4136,11,1,ENM Company,06/08/2013 9:52,06/08/2013 9:52
8107,2105,NULL,1,Erwin Sick,06/08/2013 9:52,06/08/2013 9:52
8108,3896,NULL,1,E-T-A Circuit Protection and Control,06/08/2013 9:52,06/08/2013 9:52
8109,4238,11,1,Excelitas Technologies Sensors,06/08/2013 9:52,06/08/2013 9:52
8110,4321,NULL,1,Fibet Rubber Bonding,06/08/2013 9:52,06/08/2013 9:52
8111,4324,11,1,Fibre Fab,06/08/2013 9:52,06/08/2013 9:52
8112,4357,NULL,1,Flexlink Systems,06/08/2013 9:52,06/08/2013 9:52
8113,4362,11,1,Flir Commercial Systems - FLIR Division,06/08/2013 9:52,06/08/2013 9:52
8114,4252,NULL,1,EXTECH,06/08/2013 9:52,06/08/2013 9:52
8115,4252,11,1,"FLIR Commercial Systems, Inc. - Extech Division",06/08/2013 9:52,06/08/2013 9:52
8116,6110,NULL,1,Form Fittings,06/08/2013 9:52,06/08/2013 9:52
8117,2849,11,1,Fritz Kuebler,06/08/2013 9:52,06/08/2013 9:52
8118,4431,11,1,Future Technology Devices,06/08/2013 9:52,06/08/2013 9:52
8119,4461,NULL,1,GE Infrastructure Sensing,06/08/2013 9:52,06/08/2013 9:52
8120,5432,NULL,1,Gebhard Balluff,06/08/2013 9:52,06/08/2013 9:52
8121,768,11,1,General Semiconductor / Vishay,06/08/2013 9:52,06/08/2013 9:52
8123,4600,11,1,Grasslin by Intermatic,06/08/2013 9:52,06/08/2013 9:52
8124,4623,NULL,1,Hager Powertech,06/08/2013 9:53,06/08/2013 9:53
8125,6112,NULL,1,Hawco,06/08/2013 9:53,06/08/2013 9:53
8126,4706,NULL,1,Hero Electronics,06/08/2013 9:53,06/08/2013 9:53
8127,4716,NULL,1,Hi-Bond Tapes,06/08/2013 9:53,06/08/2013 9:53
8128,4717,NULL,1,Hi-Force Hydraulics,06/08/2013 9:53,06/08/2013 9:53
8129,4739,NULL,1,Hirschmann,06/08/2013 9:53,06/08/2013 9:53
8130,4739,11,1,Hirschmann Automation and Control,06/08/2013 9:53,06/08/2013 9:53
8131,4761,NULL,1,Hoffman,06/08/2013 9:53,06/08/2013 9:53
8132,4794,NULL,1,Honeywell Control Systems,06/08/2013 9:53,06/08/2013 9:53
8133,4826,NULL,1,Hubbell Wiring Device-Kellems,06/08/2013 9:53,06/08/2013 9:53
8134,4828,NULL,1,Huco Engineering Industries,06/08/2013 9:53,06/08/2013 9:53
8135,4830,NULL,1,Hugo Muller,06/08/2013 9:53,06/08/2013 9:53
8136,2340,NULL,1,IBP,06/08/2013 9:53,06/08/2013 9:53
8138,2357,11,1,ICP,06/08/2013 9:53,06/08/2013 9:53
8139,1066,NULL,1,IMI Norgren,06/08/2013 9:53,06/08/2013 9:53
8140,2469,NULL,1,Integrated Device Tech,06/08/2013 9:53,06/08/2013 9:53
8142,2533,11,1,Isotech,06/08/2013 9:53,06/08/2013 9:53
8143,2548,NULL,1,ITT Industries Cannon,06/08/2013 9:53,06/08/2013 9:53
8144,2586,NULL,1,Jaeger Connecteurs,06/08/2013 9:53,06/08/2013 9:53
8145,2661,NULL,1,Jst Manufacturing,06/08/2013 9:53,06/08/2013 9:53
8146,2730,11,1,Kenwood/Extreme Communications,06/08/2013 9:53,06/08/2013 9:53
8147,2782,NULL,1,Knipex-Werk,06/08/2013 9:53,06/08/2013 9:53
8148,2801,NULL,1,Kopex International,06/08/2013 9:53,06/08/2013 9:53
8149,2673,NULL,1,KS Terminals,06/08/2013 9:53,06/08/2013 9:53
8150,2828,11,1,KV,06/08/2013 9:54,06/08/2013 9:54
8151,2872,NULL,1,Lapp USA,06/08/2013 9:54,06/08/2013 9:54
8152,2841,11,1,L-com Connectivity,06/08/2013 9:54,06/08/2013 9:54
8153,4313,NULL,1,FerriShield,06/08/2013 9:54,06/08/2013 9:54
8154,3027,NULL,1,Lovato UK,06/08/2013 9:54,06/08/2013 9:54
8155,48,NULL,1,LS Starrett,06/08/2013 9:54,06/08/2013 9:54
8156,3044,NULL,1,Lumberg Automation,06/08/2013 9:54,06/08/2013 9:54
8157,3044,11,1,Lumberg Automation / Hirschmann,06/08/2013 9:54,06/08/2013 9:54
8158,3124,NULL,1,Marl International,06/08/2013 9:54,06/08/2013 9:54
8159,3191,11,1,McLean,06/08/2013 9:54,06/08/2013 9:54
8160,3198,11,1,Mean Well USA,06/08/2013 9:54,06/08/2013 9:54
8163,3339,NULL,1,Midwest Microwave Internationa,06/08/2013 9:54,06/08/2013 9:54
8164,3348,11,1,Milwaukee Electric Tools Test and Measurement,06/08/2013 9:54,06/08/2013 9:54
8165,2666,NULL,1,Mkjuchheim,06/08/2013 9:54,06/08/2013 9:54
8166,2627,11,1,Modutec (Jewell Instruments),06/08/2013 9:54,06/08/2013 9:54
8168,3558,11,1,Nihon Kaiheiki Kougyou,06/08/2013 9:55,06/08/2013 9:55
8169,1132,NULL,1,OEM Automatic,06/08/2013 9:55,06/08/2013 9:55
8170,1162,11,1,Omron Automation,06/08/2013 9:55,06/08/2013 9:55
8171,554,11,1,Optek (TT Electronics),06/08/2013 9:55,06/08/2013 9:55
8173,1203,NULL,1,Orion Fans,06/08/2013 9:55,06/08/2013 9:55
8174,1216,11,1,Osram / Sylvania,06/08/2013 9:55,06/08/2013 9:55
8175,1217,NULL,1,OSRAM Lighting Systems,06/08/2013 9:55,06/08/2013 9:55
8176,1133,NULL,1,Oxford Elctrical Products,06/08/2013 9:55,06/08/2013 9:55
8177,1282,11,1,Parker Hannifin Filtration,06/08/2013 9:55,06/08/2013 9:55
8178,1306,11,1,Payne Controls Company,06/08/2013 9:55,06/08/2013 9:55
8179,6110,NULL,1,Pegler,06/08/2013 9:55,06/08/2013 9:55
8180,1336,11,1,PENTAIR TECHNICAL PRODUCTS,06/08/2013 9:55,06/08/2013 9:55
8181,1000,11,1,Phycomp Uk,06/08/2013 9:55,06/08/2013 9:55
8183,6112,NULL,1,QLR,06/08/2013 9:55,06/08/2013 9:55
8184,1636,11,1,Quest Technology International,06/08/2013 9:55,06/08/2013 9:55
8185,1679,NULL,1,RAF,06/08/2013 9:55,06/08/2013 9:55
8186,1703,11,1,Ray Engineering,06/08/2013 9:55,06/08/2013 9:55
8187,1714,NULL,1,RCD Components,06/08/2013 9:55,06/08/2013 9:55
8188,767,NULL,1,Roederstein / Vishay,06/08/2013 9:55,06/08/2013 9:55
8189,1875,NULL,1,Rubycon Netherlands,06/08/2013 9:55,06/08/2013 9:55
8190,1959,11,1,Schneider Electric/Magnecraft,06/08/2013 9:56,06/08/2013 9:56
8191,1994,NULL,1,Sealtite Products,06/08/2013 9:56,06/08/2013 9:56
8192,2121,NULL,1,Signal Constuct,06/08/2013 9:56,06/08/2013 9:56
8193,770,11,1,Siliconix / Vishay,06/08/2013 9:56,06/08/2013 9:56
8194,6528,11,1,Sindopower / Semikron,06/08/2013 9:56,06/08/2013 9:56
8195,6528,11,1,Sindopower,06/08/2013 9:56,06/08/2013 9:56
8196,2190,11,1,SL Power ( Ault / Condor ),06/08/2013 9:56,06/08/2013 9:56
8197,6107,11,1,SOLA-HD,06/08/2013 9:56,06/08/2013 9:56
8198,2272,NULL,1,Southco Fasteners,06/08/2013 9:56,06/08/2013 9:56
8199,772,11,1,Spectrol / Sfernice / Vishay,06/08/2013 9:56,06/08/2013 9:56
8200,773,11,1,Sprague / Vishay,06/08/2013 9:56,06/08/2013 9:56
8201,6112,NULL,1,SRL,06/08/2013 9:56,06/08/2013 9:56
8202,10,11,1,SSAC SYMCOM,06/08/2013 9:56,06/08/2013 9:56
8203,88,11,1,Sti (Scientific Technologies),06/08/2013 9:56,06/08/2013 9:56
8204,207,NULL,1,Taiwan Semiconductor Company,06/08/2013 9:56,06/08/2013 9:56
8205,351,NULL,1,Tente Castors,06/08/2013 9:56,06/08/2013 9:56
8206,224,NULL,1,TAOS,06/08/2013 9:56,06/08/2013 9:56
8207,224,11,1,Texas Advanced Optoelectronics Solutions (TAOS),06/08/2013 9:56,06/08/2013 9:56
8208,224,NULL,1,Texas Advanced Optoelectronics,06/08/2013 9:56,06/08/2013 9:56
8209,224,11,1,Texas Advanced Optoelectronics Solutions,06/08/2013 9:56,06/08/2013 9:56
8210,409,11,1,Thor Hammer Company,06/08/2013 9:57,06/08/2013 9:57
8211,6112,NULL,1,Transmission Developments,06/08/2013 9:57,06/08/2013 9:57
8212,6110,NULL,1,TSA,06/08/2013 9:57,06/08/2013 9:57
8213,250,NULL,1,Tyco Electronics Ansley,06/08/2013 9:57,06/08/2013 9:57
8214,250,NULL,1,Tyco Electronics Uk,06/08/2013 9:57,06/08/2013 9:57
8215,787,NULL,1,VCC Optoelectronics,06/08/2013 9:57,06/08/2013 9:57
8216,5844,11,1,VCC/CML,06/08/2013 9:57,06/08/2013 9:57
8217,5844,11,1,Chicago Miniature Lighting (CHML),06/08/2013 9:57,06/08/2013 9:57
8218,2914,NULL,1,Leecraft,06/08/2013 9:57,06/08/2013 9:57
8219,701,11,1,Vector Electronics & Technology,06/08/2013 9:57,06/08/2013 9:57
8220,703,11,1,Vega Controls,06/08/2013 9:57,06/08/2013 9:57
8221,779,11,1,Vishay / Small Signal & Opto Products (SSP),06/08/2013 9:57,06/08/2013 9:57
8222,764,11,1,Vishay PCS,06/08/2013 9:57,06/08/2013 9:57
8223,766,11,1,Vishay Precision Foil,06/08/2013 9:57,06/08/2013 9:57
8224,779,11,1,Vishay Specialty Capacitors,06/08/2013 9:57,06/08/2013 9:57
8225,3396,11,1,Waldom,06/08/2013 9:57,06/08/2013 9:57
8227,5839,11,1,Waldom Cherry,06/08/2013 9:57,06/08/2013 9:57
8228,5868,NULL,1,Cinch Connectors,06/08/2013 9:57,06/08/2013 9:57
8229,5868,11,1,Waldom Electronics Cinch,06/08/2013 9:57,06/08/2013 9:57
8230,830,NULL,1,WW Fischer,06/08/2013 9:57,06/08/2013 9:57
8231,1010,11,1,Yokogawa Corporation of America,06/08/2013 9:57,06/08/2013 9:57
8232,3795,4,1,DFI,06/08/2013 9:59,06/08/2013 9:59
8233,2543,NULL,1,DFI-ITOX,06/08/2013 9:59,06/08/2013 9:59
8234,3905,NULL,1,e2v Aerospace & Defense,06/08/2013 9:59,06/08/2013 9:59
8235,3905,4,1,e2v Technologies,06/08/2013 9:59,06/08/2013 9:59
8236,5946,NULL,1,Color Kinetics,06/08/2013 9:59,06/08/2013 9:59
8237,6532,4,1,RTX A/S,06/08/2013 9:59,06/08/2013 9:59
8238,4461,NULL,1,GE Critical Power,06/08/2013 9:59,06/08/2013 9:59
8239,4790,1,1,Honeywell Sensing and Control EMEA,06/08/2013 9:59,06/08/2013 9:59
8240,2556,NULL,1,ITT VEAM,06/08/2013 9:59,06/08/2013 9:59
8241,2835,NULL,1,Kyocera Industrial Ceramics,06/08/2013 10:00,06/08/2013 10:00
8242,1191,NULL,1,Optrex,06/08/2013 10:00,06/08/2013 10:00
8243,6110,NULL,1,Paccom Electronics,06/08/2013 10:02,06/08/2013 10:02
8244,3320,1,1,Microsemi Consumer Medical Product Group,06/08/2013 10:02,06/08/2013 10:02
8245,1908,NULL,1,Samsung Electro-Mechanics America,06/08/2013 10:02,06/08/2013 10:02
8246,1110,1,1,Talema Group,06/08/2013 10:02,06/08/2013 10:02
8247,1110,1,1,Nuvotem Talema,06/08/2013 10:02,06/08/2013 10:02
8248,6534,1,1,TRP Connector B.V.,06/08/2013 10:02,06/08/2013 10:02
8249,787,1,1,Visual Communications Company – VCC,06/08/2013 10:02,06/08/2013 10:02
8250,852,NULL,1,Walsin Technology,06/08/2013 10:02,06/08/2013 10:02
8251,967,NULL,1,Wurth Electronics Midcom,06/08/2013 10:02,06/08/2013 10:02
8252,4846,6,1,2J,06/08/2013 10:02,06/08/2013 10:02
8253,6112,6,1,Asiatec,06/08/2013 10:02,06/08/2013 10:02
8254,5606,6,1,Bresser (USA),06/08/2013 10:02,06/08/2013 10:02
8255,2789,NULL,1,Knürr,06/08/2013 10:03,06/08/2013 10:03
8256,2789,6,1,Knrr,06/08/2013 10:03,06/08/2013 10:03
8257,2789,6,1,Knuerr,06/08/2013 10:03,06/08/2013 10:03
8258,3048,NULL,1,Lumileds,06/08/2013 10:04,06/08/2013 10:04
8259,3456,6,1,Müller,06/08/2013 10:04,06/08/2013 10:04
8260,3456,6,1,Mller,06/08/2013 10:04,06/08/2013 10:04
8261,3456,6,1,Mueller,06/08/2013 10:04,06/08/2013 10:04
8262,6110,6,1,No Brand,06/08/2013 10:04,06/08/2013 10:04
8263,1111,NULL,1,Nuvoton,06/08/2013 10:04,06/08/2013 10:04
8264,966,6,1,Wrth Elektronik,06/08/2013 10:04,06/08/2013 10:04
8265,3923,NULL,1,EATON MOELLER,06/08/2013 10:04,06/08/2013 10:04
8266,6110,NULL,1,WIREXPRESS (DO NOT USE),06/08/2013 10:04,06/08/2013 10:04
8267,6537,NULL,1,3M-STATIC CONTROL SOLUTIONS,06/08/2013 10:05,06/08/2013 10:05
8268,5024,NULL,1,AKER TECHNOLOGY,06/08/2013 10:05,06/08/2013 10:05
8269,5124,13,1,AMERICAN ZETTLER DISPLAYS,06/08/2013 10:05,06/08/2013 10:05
8270,5124,13,1,AZ DISPLAYS,06/08/2013 10:05,06/08/2013 10:05
8271,5170,13,1,ANALOGICTECH – AATI,06/08/2013 10:05,06/08/2013 10:05
8272,5170,NULL,1,ANALOGICTECH,06/08/2013 10:05,06/08/2013 10:05
8273,5825,13,1,CHALLENGE,06/08/2013 10:05,06/08/2013 10:05
8274,5839,NULL,1,CHERRY ELECTRICAL PRODUCTS,06/08/2013 10:05,06/08/2013 10:05
8275,5246,13,1,DELEVAN,06/08/2013 10:05,06/08/2013 10:05
8276,3726,13,1,DELTA PRODUCTS CORPORATION,06/08/2013 10:05,06/08/2013 10:05
8277,3753,13,1,DESCO INDUSTRIES,06/08/2013 10:05,06/08/2013 10:05
8278,6540,13,1,DLG,06/08/2013 10:05,06/08/2013 10:05
8279,6541,13,1,EMMVEE PHOTOVOLTAIC POWER,06/08/2013 10:05,06/08/2013 10:05
8280,4429,13,1,FUTURE ELECTRONICS DEV TOOLS,06/08/2013 10:06,06/08/2013 10:06
8281,4461,NULL,1,GE MEASUREMENT & CONTROL,06/08/2013 10:06,06/08/2013 10:06
8282,4440,13,1,GSC,06/08/2013 10:06,06/08/2013 10:06
8283,4663,13,1,HARVARD ENGINEERING PLC,06/08/2013 10:06,06/08/2013 10:06
8284,4795,13,1,HONGFA RELAYS,06/08/2013 10:06,06/08/2013 10:06
8288,6542,13,1,Johnson Connectivity Solutions,06/08/2013 10:06,06/08/2013 10:06
8289,6542,13,1,Johnson Components,06/08/2013 10:06,06/08/2013 10:06
8290,2767,NULL,1,KINGSTON TECHNOLOGY COMPANY,06/08/2013 10:06,06/08/2013 10:06
8291,2790,13,1,KOA EUROPE GMBH,06/08/2013 10:06,06/08/2013 10:06
8292,6543,NULL,1,LG INNOTEK,06/08/2013 10:06,06/08/2013 10:06
8293,3103,13,1,MAJOR LEAGUE,06/08/2013 10:07,06/08/2013 10:07
8294,3289,13,1,MICRO COMMERCIAL COMP,06/08/2013 10:07,06/08/2013 10:07
8295,3320,13,1,MICRO-SEMI,06/08/2013 10:07,06/08/2013 10:07
8296,3510,13,1,NEC DISPLAYS,06/08/2013 10:07,06/08/2013 10:07
8297,3551,13,1,NICOMATIC LP,06/08/2013 10:07,06/08/2013 10:07
8298,1074,13,1,NORTHERN TECH,06/08/2013 10:07,06/08/2013 10:07
8299,1194,13,1,OPULENT,06/08/2013 10:07,06/08/2013 10:07
8300,2563,NULL,1,PAKTRON,06/08/2013 10:07,06/08/2013 10:07
8302,6110,NULL,1,PROGRAMMING,06/08/2013 10:07,06/08/2013 10:07
8303,1378,13,1,PY1,06/08/2013 10:07,06/08/2013 10:07
8304,5338,NULL,1,QUALCOMM ATHEROS,06/08/2013 10:07,06/08/2013 10:07
8305,5338,13,1,ATHEROS,06/08/2013 10:07,06/08/2013 10:07
8306,285,NULL,1,RAYCHEM,06/08/2013 10:07,06/08/2013 10:07
8307,1719,13,1,REALTEK SEMICONDUCTOR,06/08/2013 10:07,06/08/2013 10:07
8308,1753,NULL,1,RENATA BATTERIES,06/08/2013 10:07,06/08/2013 10:07
8309,1775,13,1,RFE,06/08/2013 10:07,06/08/2013 10:07
8310,1846,13,1,ROSENBERG GMBH,06/08/2013 10:07,06/08/2013 10:07
8311,1846,13,1,ROSENBERG USA,06/08/2013 10:07,06/08/2013 10:07
8312,1910,13,1,SAMWHA ELECTRIC,06/08/2013 10:07,06/08/2013 10:07
8313,1942,13,1,SBE,06/08/2013 10:07,06/08/2013 10:07
8314,1942,13,1,SB Electronics,06/08/2013 10:07,06/08/2013 10:07
8315,2901,13,1,SHOALS TECHNOLOGIES GROUP,06/08/2013 10:07,06/08/2013 10:07
8316,2199,13,1,SMART MODULAR,06/08/2013 10:07,06/08/2013 10:07
8317,772,NULL,1,SPECTROL,06/08/2013 10:08,06/08/2013 10:08
8318,118,13,1,SUMIDA ELECTRONICS,06/08/2013 10:08,06/08/2013 10:08
8319,152,13,1,SURGE,06/08/2013 10:08,06/08/2013 10:08
8320,153,13,1,SUSUMU INTERNATIONAL,06/08/2013 10:08,06/08/2013 10:08
8321,250,13,1,TCC,06/08/2013 10:08,06/08/2013 10:08
8322,476,13,1,TOUCHSTONE,06/08/2013 10:08,06/08/2013 10:08
8323,635,13,1,UNITED CHEMICON,06/08/2013 10:08,06/08/2013 10:08
8324,6547,NULL,1,WANDBOARD,06/08/2013 10:08,06/08/2013 10:08
8325,1001,13,1,YAL,06/08/2013 10:08,06/08/2013 10:08
8326,1001,13,1,YAGEO AMERICA,06/08/2013 10:08,06/08/2013 10:08
8327,1009,13,1,YITRAN COMMUNICATIONS,06/08/2013 10:08,06/08/2013 10:08
8328,4856,12,1,3M Electrical Spec.,06/08/2013 10:08,06/08/2013 10:08
8329,2043,12,1,Airpax / Sensata,06/08/2013 10:08,06/08/2013 10:08
8330,2043,12,1,Airpax Thermal,06/08/2013 10:08,06/08/2013 10:08
8331,5027,12,1,Akro Mills,06/08/2013 10:08,06/08/2013 10:08
8332,1824,12,1,Allen-Bradley,06/08/2013 10:08,06/08/2013 10:08
8333,5050,12,1,Alliance Semi,06/08/2013 10:08,06/08/2013 10:08
8334,5341,12,1,Altas,06/08/2013 10:08,06/08/2013 10:08
8335,5149,12,1,Amphenol Spectra,06/08/2013 10:08,06/08/2013 10:08
8336,5177,12,1,Anderson Power,06/08/2013 10:08,06/08/2013 10:08
8337,1957,12,1,Apc By Schneider,06/08/2013 10:08,06/08/2013 10:08
8338,5256,12,1,Applied Eng. Prod.,06/08/2013 10:08,06/08/2013 10:08
8339,5273,12,1,Arco Electronics,06/08/2013 10:09,06/08/2013 10:09
8340,2720,12,1,Arcotronics America,06/08/2013 10:09,06/08/2013 10:09
8341,6025,12,1,Arrow Hart / Cooper,06/08/2013 10:09,06/08/2013 10:09
8342,4084,NULL,1,Artesyn Technologies,06/08/2013 10:09,06/08/2013 10:09
8343,5425,12,1,Baco Controls,06/08/2013 10:09,06/08/2013 10:09
8344,3394,12,1,Beau / Molex,06/08/2013 10:09,06/08/2013 10:09
8345,5488,12,1,BERG ELECTRONICS,06/08/2013 10:09,06/08/2013 10:09
8346,5488,12,1,Berg / FCI,06/08/2013 10:09,06/08/2013 10:09
8347,5538,12,1,Block Master,06/08/2013 10:09,06/08/2013 10:09
8348,5645,NULL,1,Bulgin Components,06/08/2013 10:09,06/08/2013 10:09
8349,6027,12,1,Bussmann / Cooper,06/08/2013 10:09,06/08/2013 10:09
8350,5686,12,1,C3 Semiconductors,06/08/2013 10:09,06/08/2013 10:09
8351,4082,NULL,1,Cambridge Products,06/08/2013 10:10,06/08/2013 10:10
8353,1165,12,1,Catalyst Semi,06/08/2013 10:10,06/08/2013 10:10
8354,4777,NULL,1,Clarostat/Honeywell,06/08/2013 10:10,06/08/2013 10:10
8355,5141,12,1,Connex Connector,06/08/2013 10:10,06/08/2013 10:10
8356,6030,12,1,Crouse-Hinds/Cooper,06/08/2013 10:10,06/08/2013 10:10
8357,6097,12,1,Crouzet SSR,06/08/2013 10:10,06/08/2013 10:10
8358,3921,12,1,Cutler Hammer/Eaton,06/08/2013 10:10,06/08/2013 10:10
8359,3623,12,1,Cypress Semi,06/08/2013 10:10,06/08/2013 10:10
8360,754,NULL,1,Dale,06/08/2013 10:10,06/08/2013 10:10
8361,3171,12,1,Dallas / Maxim,06/08/2013 10:10,06/08/2013 10:10
8362,3726,12,1,Delta Prod. / Power,06/08/2013 10:10,06/08/2013 10:10
8363,3726,NULL,1,Delta Products,06/08/2013 10:10,06/08/2013 10:10
8364,6550,12,1,Deltrol Controls,06/08/2013 10:11,06/08/2013 10:11
8365,755,12,1,Draloric / Vishay,06/08/2013 10:11,06/08/2013 10:11
8366,3937,12,1,E C G Phillips,06/08/2013 10:11,06/08/2013 10:11
8368,4018,12,1,Electronic Dev (EDI),06/08/2013 10:11,06/08/2013 10:11
8369,4092,12,1,Emerson Network Power Connectivity,06/08/2013 10:11,06/08/2013 10:11
8370,4092,NULL,1,JOHNSON COMPONENTS,06/08/2013 10:11,06/08/2013 10:11
8371,4092,12,1,Emerson Network Pwr,06/08/2013 10:11,06/08/2013 10:11
8372,4152,12,1,Epson America,06/08/2013 10:11,06/08/2013 10:11
8373,3395,12,1,ETC/Molex Industrial,06/08/2013 10:11,06/08/2013 10:11
8374,4306,12,1,Fema/Fecom,06/08/2013 10:11,06/08/2013 10:11
8375,4306,NULL,1,Fema,06/08/2013 10:11,06/08/2013 10:11
8376,3805,12,1,Ferranti,06/08/2013 10:12,06/08/2013 10:12
8377,4398,12,1,Freescale Semi,06/08/2013 10:12,06/08/2013 10:12
8378,4419,12,1,Fujitsu Components,06/08/2013 10:12,06/08/2013 10:12
8379,6552,NULL,1,General Semiconductor,06/08/2013 10:12,06/08/2013 10:12
8380,6552,12,1,General Semi.,06/08/2013 10:12,06/08/2013 10:12
8381,4499,12,1,Genesic Semi,06/08/2013 10:12,06/08/2013 10:12
8382,1737,12,1,Genteq / GE,06/08/2013 10:12,06/08/2013 10:12
8383,3922,12,1,Heinemann / Eaton,06/08/2013 10:12,06/08/2013 10:12
8384,4714,12,1,Heyco Products,06/08/2013 10:12,06/08/2013 10:12
8385,4769,12,1,Holt Integrated,06/08/2013 10:12,06/08/2013 10:12
8386,4774,12,1,Honda Connectors,06/08/2013 10:12,06/08/2013 10:12
8387,759,NULL,1,Huntington Electric,06/08/2013 10:12,06/08/2013 10:12
8388,2469,12,1,Integrated Device,06/08/2013 10:12,06/08/2013 10:12
8389,2487,12,1,Int'L Components,06/08/2013 10:12,06/08/2013 10:12
8390,2490,12,1,Int'L Rectifier,06/08/2013 10:12,06/08/2013 10:12
8391,5890,12,1,IXYS Integrated Circuits/Clare,06/08/2013 10:13,06/08/2013 10:13
8392,5890,NULL,1,Clare,06/08/2013 10:13,06/08/2013 10:13
8393,2661,NULL,1,J.S.T.,06/08/2013 10:13,06/08/2013 10:13
8394,2722,NULL,1,Kemet Electronics,06/08/2013 10:13,06/08/2013 10:13
8395,247,12,1,Kemet Electronics,06/08/2013 10:13,06/08/2013 10:13
8396,2877,12,1,Lattice Semi,06/08/2013 10:13,06/08/2013 10:13
8397,2966,12,1,Lighting Comp Design,06/08/2013 10:13,06/08/2013 10:13
8398,3031,12,1,LPS Research,06/08/2013 10:13,06/08/2013 10:13
8399,418,NULL,1,Luminary Micro,06/08/2013 10:13,06/08/2013 10:13
