manufacturerid,name,parentid,address,active,statusid,createddate,modifieddate,metaname,searchweight,icd_weight,isICD
4245,EXL Semiconductors,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,1
4246,Exosite,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4247,Expert,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.098773,0
4248,Explorer Cases,NULL,http://www.explorercases.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4249,Exponent,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.133333,0
4250,Exsys,NULL,http://www.exsys.ch,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4252,Flir Extech,4362,NULL,1,NULL,10/08/2012 15:18,30/06/2015 23:16,Flir Extech,1,0.314827,0
4253,Eye Communication Systems,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 16:25,NULL,1,0,0
4254,EZ Form,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 16:25,NULL,1,0,0
4255,EZE-LAP,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
4256,FTCAP,NULL,http://www.ftcap.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.864865,1
4257,F-Dyne,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4258,F.W. Bell,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.365385,1
4259,Fabreeka,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4260,Fabrimex,NULL,http://www.fabrimex.ch/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,1
4261,Facom,NULL,http://www.facom.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.145099,0
4262,Facts Engineering,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4263,Fagor,NULL,http://www.fagor.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.312611,1
4264,Fair-Rite,NULL,http://www.fair-rite.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.595037,1
4265,Fairchild Semiconductor,NULL,http://www.fairchildsemi.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.526062,1
4266,Fairford Electronics,NULL,NULL,1,NULL,10/08/2012 15:18,15/08/2014 20:31,NULL,1,0.623077,0
4267,Faithful,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.000444444,0
4268,Fami,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
4269,Fancort,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4270,Fandis,NULL,http://www.fandis.it/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.113924,0
4271,Fanon,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4272,FANTASY LIGHTS,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 20:56,NULL,1,0.1,0
4273,Fantec,NULL,http://www.fantec.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4274,Fantini Cosmi,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4275,Fanton,NULL,http://www.fanton.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.664706,0
4276,Faraday Technology,NULL,NULL,1,NULL,10/08/2012 15:18,30/06/2015 21:48,NULL,1,0,0
4277,Farnell,NULL,http://uk.farnell.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.115741,0
4278,FAS Controls,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4279,Fascomp,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0138146,1
4281,Fastbolt,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4282,Fastech,NULL,http://www.fastech.ch,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.109777,0
4283,Faster,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.5,0
4284,Fastrax,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.296296,1
4285,Fastron,NULL,http://www.fastrongroup.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.615348,1
4286,Faulhaber,NULL,http://www.faulhaber.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4287,Favier,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4288,FCF,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.355556,0
4289,Amphenol FCI,5153,http://www.fciconnect.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.327059,1
4290,Molex FCT,3398,http://www.fctgroup.com/,1,NULL,10/08/2012 15:18,30/06/2015 22:45,Molex FCT,1,0.318053,1
4291,FDI,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.120482,1
4292,FDK,NULL,http://www.fdk.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.142397,1
4293,Fecom,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4294,Federal Mogul,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0255814,0
4295,Federal Signal,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4296,Feel,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,1,1
4297, FEIG,NULL,http://www.feig.de/,1,NULL,10/08/2012 15:18,15/08/2014 20:31,NULL,1,0.857143,0
4298,Fein,NULL,http://www.fein.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0955556,0
4299,Feinmetall,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.420915,0
4300,Feit Electric,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 16:23,NULL,1,0.495568,0
4301,Felder Lottechnik,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0764045,0
4302,Feller At,NULL,http://www.feller-at.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4303,Feller,NULL,http://www.feller.ch,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,1
4304,Fellowes,NULL,http://www.fellowes.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0186257,0
4305,Felo,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0318436,0
4306,Fecom Fema,4293,NULL,1,NULL,10/08/2012 15:18,30/06/2015 22:43,Fecom Fema,1,0.106667,1
4307,Fender,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4309,Fenner,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0620553,0
4310,Fern Howard,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0102564,0
4311,Fernox,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.075,0
4312,Ferrania,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4313,Leader Tech FerriShield,2892,http://www.ferrishield.com/,1,NULL,10/08/2012 15:18,30/06/2015 22:58,Leader Tech FerriShield,1,0.693661,1
4314,Ferroperm,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.703704,1
4315,Festo,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0452381,0
4316,FF Tool,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4317,Fiac,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4318,Fiamm,NULL,http://www.fiamm.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.154839,0
4319,Fiber Connections,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
4320,FiberFab,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4321,Fibet,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.000485437,0
4322,Fibox,NULL,http://www.fibox.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.182472,0
4323,Fibre Data,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.428358,0
4324,FibreFab,NULL,http://www.fibrefab.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00261438,1
4325,Figaro,NULL,http://www.figarosensor.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0908046,1
4326,Fileca,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.5,0
4327,Teledyne Filtronic,324,http://www.filtronic.se/,1,NULL,10/08/2012 15:18,30/06/2015 22:54,Teledyne Filtronic,1,0,1
4328,Finder,NULL,http://www.finder.it,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.530119,1
4329,Fingerprint Cards,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4330,Fini,NULL,http://www.finicompressors.it/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.025,0
4331,Finisar,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.442438,1
4332,Fireblitz,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4333,Firecron,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4334,Firemaster,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4335,Firetrace,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4336,First Alert,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,1,0
4337,First Components,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4338,Firstohm,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.882725,1
4339,Firstronics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.926594,1
4340,Fischer Connectors,NULL,http://www.fischerconnectors.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.314696,1
4341,Fischer Elektronik,NULL,http://www.fischerelektronik.de/,1,NULL,10/08/2012 15:18,05/02/2015 16:23,NULL,1,0.354333,1
4342,Fischer Fixings,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.648276,0
4343,Fischertechnik,NULL,http://www.fischertechnik.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4344,Fischerwerke,NULL,http://www.fischer.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0545455,0
4345,Fisco,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
4347,Fiskars,NULL,http://www.fiskars.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.303824,0
4348,Fit PC,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4349,Fivilevel,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4350,Fivistop,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0944,0
4351,Flambeau,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0383681,0
4352,Flasi,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.2,0
4353,Flexa,NULL,http://www.flexa.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0333333,0
4354,Flexelec,NULL,http://www.flexelec.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
4355,Flexello,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4356,FlexiPanel,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.791753,1
4357,FlexLink,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4358,Flexothane,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4359,Flexovit,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0987805,0
4360,Flextronics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4361,Flightlink Controls,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 16:23,NULL,1,0.0777778,1
4362,FLIR,NULL,http://www.flir.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0583149,0
4363,Floating Ideas,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4365,Flowline,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.488596,0
4366,Flowtech,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.30625,0
4367,Floyd Bell,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.179642,1
4368,Fluitin,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
4369,Flytec,NULL,http://www.flytec.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4370,FME Fanton,NULL,http://www.fanton.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.360377,0
4371,Foci Fiber Optic Communications,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 16:23,NULL,1,0,0
4372,Focus Multimedia,NULL,NULL,1,NULL,10/08/2012 15:18,30/06/2015 21:48,NULL,1,0.00434783,0
4373,Fomblin,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4374,Footprint Tools,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 16:22,NULL,1,0.1,0
4375,Ford Motors,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4376,Fordata,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.319028,1
4377,Forge,NULL,http://www.forge-europa.co.uk/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.367347,1
4378,Formula Sound,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.2,0
4379,Forte,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4380,Fortex,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
4381,Fortress Interlocks,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.310345,0
4382,Fortron,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4383,Fosse,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4384,Fotofab,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,1,1
4385,Fotomechanix,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0964286,0
4386,Fowler,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.36,0
4387,Fox Electronics,NULL,http://www.foxonline.com/,1,NULL,10/08/2012 15:18,15/08/2014 11:43,NULL,1,0.857027,1
4388,Foxconn,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.000354233,1
4389,FR Rasch,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4390,Fraen,NULL,http://www.fraen.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.396893,0
4391,Fralock,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4393,Franzis,NULL,http://www.franzis.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.105263,0
4394,Free2Move,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.966667,1
4395,Freecom,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.147253,0
4396,FreeLoader,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
4397,Freeplay,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.2,0
4398,NXP Freescale,1115,http://www.freescale.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.298584,1
4399,Freightliner,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4400,Fribaud,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.168085,0
4401,Fridgemaster,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.2,0
4402,Friedland,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4403,Friedrich Damn Ohg,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4404,Frigerio Ettore,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4405,Frigidaire,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.185281,0
4406,Friwo,NULL,http://www.friwo.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.582068,0
4407,FRY,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
4408,Frys,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0533333,0
4409,FSL,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0609756,0
4410,FSP,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.185526,0
4411,FTZ Industries,NULL,http://www.ftzind.com/store/main.aspx,1,NULL,10/08/2012 15:18,05/02/2015 15:49,NULL,1,0.5,0
4413,Fuji Electric,NULL,http://www.fujielectric.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.142361,1
4414,Fujifilm,NULL,http://www.fujifilm.com,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0427835,0
4415,Fujikura,NULL,http://www.fujikura.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.121192,1
4416,Fujisoki,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.2,0
4417,Fujisoku,NULL,http://www.fujisoku.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0614439,1
4419,Fujitsu,NULL,http://www.fujitsu.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.623784,1
4420,Fukushiba,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4421,Fulleon,NULL,http://www.fulleon.co.uk/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.284746,0
4422,Fulltech Electric,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 15:49,NULL,1,0,0
4423,Fung Yip,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 15:49,NULL,1,0,0
4424,Furneaux Riddall,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4425,Furse,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.217647,0
4426,Fuses Unlimited,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4427,Futaba,NULL,http://www.futaba-eu.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.118056,1
4428,Future Designs,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.282278,1
4429,Future Electronics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4430,Future Lighting Solutions,NULL,NULL,1,NULL,10/08/2012 15:18,30/06/2015 21:48,NULL,1,0,0
4431,FTDI,NULL,http://www.ftdichip.com/,1,NULL,10/08/2012 15:18,15/08/2014 11:46,FTDI,1,0.371029,1
4432,FW Bell,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.42562,1
4433,G&H Technology,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 15:49,NULL,1,0,0
4434,G&J Hall,NULL,http://www.gjhalltools.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.278488,0
4435,G. Skill,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4436,G.C.E.,NULL,http://www.gcecables.it/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0821918,0
4437,Gadget Gangster,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.238462,0
4438,Gaggionne,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.5,0
4439,GAI-Tronics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00769231,0
4440,GainSpan,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.202395,1
4441,Gainward,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
4442,Galaxy Metal Gear,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4443,Galaxy Semiconductor,NULL,http://www.galaxysemi.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,1
4444,Galaxy Indicators,NULL,http://www.galaxyinstruments.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4445,Gamexpert,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4446,Ganz,NULL,http://ganz-d.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0352941,0
4447,Gard Plasticases,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4448,Gardiner Security,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.142857,0
4449,Gardner Denver,NULL,http://www.gardnerdenver.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.236842,0
4450,Gardtec,NULL,http://www.gardtecinc.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.137671,0
4452,Garmin,NULL,http://www.garmin.ch,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0229839,0
4453,Garrett Communications,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 15:49,NULL,1,0.025,0
4454,Garrett Electronics,NULL,http://www.garrettelec.com/,1,NULL,10/08/2012 15:18,15/08/2014 20:21,NULL,1,0.489749,0
4455,WPI Garry Electronics,964,NULL,1,NULL,10/08/2012 15:18,30/06/2015 22:35,WPI Garry Electronics,1,0,0
4456,Garryson,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.121854,0
4457,Gates,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.439138,0
4458,GBC,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4459,GBS Elettronica,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 15:49,NULL,1,0.1,0
4460,GC Electronics,NULL,http://www.gcelectronics.com/,1,NULL,10/08/2012 15:18,30/06/2015 21:48,NULL,1,0.159759,1
4461,GE,NULL,http://www.ge.com/,1,NULL,10/08/2012 15:18,30/06/2015 21:47,NULL,1,0.271372,1
4462,GE Keystone,4461,http://www.thermometrics.com/,1,NULL,10/08/2012 15:18,30/06/2015 21:46,GE Keystone,1,0.27774,1
4463,GE Lineage Power,4461,NULL,1,NULL,10/08/2012 15:18,07/09/2014 17:40,GE Lineage Power,1,0.830006,1
4464,GE NovaSensor,4461,NULL,1,NULL,10/08/2012 15:18,30/06/2015 21:46,GE NovaSensor,1,0.332716,1
4465,Gear Wrench,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0969697,0
4466,Gear4,NULL,http://www.gear4.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4467,GEC,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4468,Geca,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4469,Gecko Drive,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4470,Geckodrive,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.464286,0
4471,Gedore,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.162897,0
4472,Gefran,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.227843,1
4473,Geha,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4474,GEI Products,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 15:48,NULL,1,0,0
4475,GEL MEC,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.203704,0
4476,Gelert,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4477,Gelid Solutions,NULL,http://www.gelidsolutions.com/,1,NULL,10/08/2012 15:18,05/02/2015 15:48,NULL,1,0,0
4478,Geltec,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4479,Gem Sound,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.490625,0
4480,Gemini,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0551515,1
4481,Gems Sensors,NULL,http://www.gemssensors.com/,1,NULL,10/08/2012 15:18,05/02/2015 20:49,NULL,1,0.132939,1
4482,General Cable Anaconda,4488,NULL,1,NULL,10/08/2012 15:18,07/09/2014 17:40,General Cable Anaconda,1,0,0
4483,General Cable BICC,4488,NULL,1,NULL,10/08/2012 15:18,07/09/2014 17:40,General Cable BICC,1,0.111551,0
4484,General Cable Brand Rex,4488,NULL,1,NULL,10/08/2012 15:18,07/09/2014 17:40,General Cable Brand Rex,1,0.116918,1
